title,price,discountedPrice,coupon,brand,size,extraDetail,productID,modelNo,frameWidth,frameDimensions,frameColour,link
Maroon Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15905,JJ S15905,145 mm,52-20-145,,/john-jacobs-jj-s15905-c2-sunglasses.html
Silver Full Rim Square,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16204,LA E16204,137 mm,54-16-140,Silver,/lenskart-air-la-e16204-c1-eyeglasses.html
Tortoise Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16238,VC E16238,135 mm,54-13-140,Tortoise,/vincent-chase-vc-e16238-c2-eyeglasses.html
Black Full Rim Wayfarer,1000,800,SINGLE,Hooper,5-8 yrs,Frame + Lens,c8,HP E15084L,124 mm,46-16-125,,/hooper-hp-e15084l-c8-eyeglasses.html
Brown Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16749,VC S16749,138 mm,46-23-142,,/vincent-chase-vc-s16749-c3-sunglasses.html
Silver Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Medium,,s13875,JJ S13875,136 mm,54-19-145,Silver,/john-jacobs-jj-s13875-full-rim-c3-sunglasses.html
Gold Full Rim Square,6000,5000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e15287,JJ E15287,143 mm,55-17-140,Gold,/john-jacobs-jj-e15287-c1-eyeglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e16646,LA E16646,139 mm,54-16-142,Blue,/lenskart-air-la-e16646-c1-eyeglasses.html
Silver Full Rim Square,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e12710,JJ E12710,141 mm,56-17-140,Silver,/john-jacobs-jj-e12710-c4-eyeglasses.html
Transparent Blue Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e15303,LA E15303,134 mm,53-15-145,Transparent Blue,/lenskart-air-la-e15303-c2-eyeglasses.html
Blue Full Rim Rectangle,1700,600,TRYUS,Vincent Chase Online,Narrow,Frame + Lens,full,VC E10502,130 mm,52-17-140,Blue,/grey-blue-transparent-full-rim-rectangle-medium-size-52-vincent-chase-vagabond-vc-e10502-c2-colored-lens-tinted-eyeglasses.html
Blue Block Screen Glasses: Silver Tortoise Full Rim Round Lenskart Blu LB E14131-C1,2000,900,TRYUS,Lenskart Blu,Narrow,,e14131,LB E14131,130 mm,48-20-142,Silver,/lenskart-blu-lb-e14131-c1-c1-eyeglasses.html
Blue Full Rim Aviator,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s15374,VC S15374,136 mm,56-15-145,,/vincent-chase-vc-s15374-c1-sunglasses.html
Gold Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e11209,JJ E11209,136 mm,52-17-140,Gold,/john-jacobs-jj-e11209-half-rim-rectangle-c4-eyeglasses.html
Brown Demi Full Rim Round,1700,1200,SINGLE,Lenskart STUDIO,Wide,Frame + Lens,c2,LK E16374,138 mm,49-19-148,Brown Demi,/lenskart-lk-e16374-c2-eyeglasses.html
Gunmetal Sky Blue Full Rim Round,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e15325,LA E15325,137 mm,54-15-145,,/lenskart-air-la-e15325-c1-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Extra Wide,,s14457,VC S14457-XW,150 mm,60-15-144,,/vincent-chase-vc-s14457-xw-c1-sunglasses.html
Black Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e16435,JJ E16435,137 mm,53-16-140,Black,/john-jacobs-jj-e16435-c2-eyeglasses.html
Silver Full Rim Square,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16494,LA E16494,137 mm,54-17-145,Silver,/lenskart-air-la-e16494-c2-eyeglasses.html
Rose Gold Full Rim Hexagonal,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,jacobs,JJ E12703,132 mm,52-19-145,Rose Gold,/john-jacobs-john-jacobs-jj-e12703-c1-eyeglass.html
Gunmetal Full Rim Aviator,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15373,VC S15373,137 mm,55-16-140,Gunmetal,/vincent-chase-vc-s15373-c2-sunglasses.html
Gold Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16655,VC E16655,135 mm,53-18-145,Gold,/vincent-chase-vc-e16655-c2-eyeglasses.html
Purple Transparent Full Rim Geometric,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e15323,LA E15323,134 mm,51-18-145,Purple Transparent,/lenskart-air-la-e15323-c1-eyeglasses.html
Tortoise Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16686,JJ E16686,143 mm,53-19-140,Tortoise,/john-jacobs-jj-e16686-c2-eyeglasses.html
Blue Transparent Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15755,VC S15755,142 mm,54-18-145,Blue Transparent,/vincent-chase-vc-s15755-c1-sunglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Extra Wide,Frame + Lens,e16090,LA E16090,142 mm,55-19-145,,/lenskart-air-la-e16090-c2-eyeglasses.html
Tortoise Full Rim Round,5000,4000,₹5000,John Jacobs,Medium,Frame + Lens,e16619,JJ E16619,137 mm,49-21-145,Tortoise,/john-jacobs-jj-e16619-c1-eyeglasses.html
Green Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16641,LA E16641,136 mm,53-16-147,Green Transparent,/lenskart-air-la-e16641-c3-eyeglasses.html
Silver Full Rim Round,1500,1000,SINGLE,Vincent Chase Polarized,Narrow,,s15746,VC S15746,134 mm,48-22-145,Silver,/vincent-chase-vc-s15746-c1-sunglasses.html
Black Full Rim Wayfarer,6000,5000,₹6000,John Jacobs,Wide,,s16503,JJ S16503,140 mm,53-18-145,Black,/john-jacobs-jj-s16503-c1-sunglasses.html
Black Full Rim Square,5000,2000,TRYUS,John Jacobs,Extra Wide,,jj,JJ S14449,143 mm,55-17-140,Black,/sun-john-jacobs-jj-s14449-c2-sunglasses.html
Blue Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16687,JJ E16687,144 mm,57-14-140,Blue,/john-jacobs-jj-e16687-c2-eyeglasses.html
Black Full Rim Wayfarer,1000,800,SINGLE,Hooper,8-12 yrs,Frame + Lens,c3,HP E10082L,125 mm,48-14-125,,/hooper-hp-e10083-c3-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e14365,LA E14365,138 mm,52-15-140,,/lenskart-air-la-e14365-c2-eyeglasses.html
Matte Grey Full Rim Clubmaster,1500,600,TRYUS,Vincent Chase Online,Narrow,,s,VC S12911,135 mm,55-17-140,,/vincent-chase-vc-s-12911-c3-sunglasses.html
Gunmetal Tortoise Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e13033,VC E13033,142 mm,51-19-141,Gunmetal Tortoise,/vincent-chase-vc-e13033-c1-eyeglasses.html
Gold Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e16658,VC E16658,129 mm,51-16-140,Gold,/vincent-chase-vc-e16658-c1-eyeglasses.html
Blue Transparent Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16685,JJ E16685,143 mm,56-14-145,Blue Transparent,/john-jacobs-jj-e16685-c2-eyeglasses.html
Pink Transparent Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16661,VC S16661,142 mm,54-18-145,Pink Transparent,/vincent-chase-vc-s16661-c3-sunglasses.html
Black Full Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase Polarized,Narrow,,s12593/p,VC S12593/P-N,135 mm,54-16-148,Black,/vincent-chase-vc-s12593/p--m-c1-sunglasses.html
Brown Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16240,LA E16240,136 mm,51-17-145,Brown,/lenskart-air-la-e16240-c3-eyeglasses.html
Transparent Full Rim Cat Eye,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e16430,JJ E16430,137 mm,54-15-145,,/john-jacobs-jj-e16430-c2-eyeglasses.html
Gold Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Extra Wide,,rim,JJ S12473,143 mm,57-17-143,Gold,/golden-green-full-rim-square-large-size-56-john-jacobs-jj-tints-jj-s12473-c3-sunglasses.html
Silver Rimless Rectangle,5000,4000,₹5000,John Jacobs,Narrow,Frame + Lens,e16575,JJ E16575,131 mm,52-18-140,,/john-jacobs-jj-e16575-c3-eye.html
Gunmetal Black Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e13105,JJ E13105,138 mm,53-17-145,Gunmetal Black,/john-jacobs-jj-e13105-c10-eyeglasses.html
Grey Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e16164,LA E16164,138 mm,55-16-145,,/lenskart-air-la-e16164-c3-eyeglasses.html
Grey Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e11801,VC E11801,127 mm,49-15-140,Grey,/vincent-chase-vc-e11801-c19-eyeglasses.html
Black Silver Full Rim Clubmaster,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e13772,JJ E13772,138 mm,50-20-145,Black Silver,/john-jacobs-jj-e13772-c1-eyeglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13814,VC E13814,137 mm,52-19-145,Black,/vincent-chase-vc-e13814-c1-eyeglasses.html
Blue Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16660,VC S16660,139 mm,55-16-140,Blue,/vincent-chase-vc-s16660-c3-sunglasses.html
Black Full Rim Aviator,2000,1500,SINGLE,Vincent Chase Polarized,Extra Wide,,s15449,VC S15449,150 mm,62-14-145,Black,/vincent-chase-vc-s15449-c2-sunglasses.html
Grey Transparent Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,,s13081,JJ S13081,140 mm,53-20-148,Grey Transparent,/john-jacobs-jj-s13081-c1-sunglasses.html
Gunmetal Black Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Wide,,s13803,JJ S13803,138 mm,55-17-145,Gunmetal Black,/john-jacobs-jj-s13803-c2-sunglasses.html
Transparent Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16662,VC S16662,142 mm,55-18-145,Transparent,/vincent-chase-vc-s16662-c2-sunglasses.html
Black Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15754,VC S15754,143 mm,54-19-145,Black,/vincent-chase-vc-s15754-c1-sunglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16348,LA E16348,134 mm,52-17-145,Black,/lenskart-air-la-e16348-c2-eyeglasses.html
Gold Black Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13595,JJ E13595,137 mm,56-14-145,Gold Black,/john-jacobs-jj-e13595-c3-eyeglasses.html
Pink Transparent Full Rim Cat Eye,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e13746,JJ E13746,140 mm,53-16-145,Pink Transparent,/john-jacobs-jj-e13746-c1-eyeglasses.html
Gold Rimless Rectangle,5000,4000,₹5000,John Jacobs,Narrow,Frame + Lens,e16575,JJ E16575,131 mm,52-18-140,,/john-jacobs-jj-e16575-c2-eye.html
Matte Black Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13732,JJ E13732,134 mm,53-15-140,,/john-jacobs-jj-e13732-full-rim-c1-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e11260,VC E11260-L,139 mm,54-18-145,Black,/vincent-chase-vc-e11260-l-c11-eyeglasses.html
Grey Transparent Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15756,VC S15756,144 mm,55-19-145,Grey Transparent,/vincent-chase-vc-s15756-c3-sunglasses.html
Blue Full Rim Square,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e16231,VC E16231,143 mm,56-13-140,Blue,/vincent-chase-vc-e16231-c1-eyeglasses.html
Purple Full Rim Cat Eye,5000,4000,₹5000,John Jacobs,Medium,Frame + Lens,e16624,JJ E16624,134 mm,50-19-140,Purple,/john-jacobs-jj-e16624-c2-eyeglasses.html
Brown Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e15988,VC E15988,138 mm,51-18-144,Brown,/vincent-chase-vc-e15988-c1-eyeglasses.html
Grey Transparent Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,,s13081,JJ S13081,140 mm,53-20-148,,/john-jacobs-jj-s13081-c5-sunglasses.html
Pink Full Rim Cat Eye,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16359,JJ E16359,143 mm,57-15-145,Pink,/john-jacobs-jj-e16359-c1-eyeglasses.html
Yellow Transparent Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16665,VC E16665,137 mm,55-16-140,Yellow Transparent,/vincent-chase-vc-e16665-c1-eyeglasses.html
Black Full Rim Rectangle,7000,6200,₹7200,Fossil,Medium,Frame + Lens,3,FOS 7155/G,134 mm,53-17-140,Black,/fossil-fos-7155/g-3-eyeglasses.html
Black Full Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s16560,VC S16560,141 mm,52-19-143,Black,/vincent-chase-vc-s16560-c3-sunglasses.html
Brown Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e11209,JJ E11209,136 mm,52-17-140,Brown,/john-jacobs-jj-e11209-half-rim-rectangle-c6-eyeglasses.html
Matte Gold Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,chase,VC E13043,127 mm,48-17-142,Matte Gold,/vincent-chase-vincent-chase-vc-e13043-full-rim-round-stainless-steel-c4-eyeglasses.html
Black Full Rim Wayfarer,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S16089,129 mm,55-15-136,,/hooper-hp-s16089-c2-sunglasses.html
Blue Full Rim Square,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16494,LA E16494,137 mm,54-17-145,Blue,/lenskart-air-la-e16494-c3-eyeglasses.html
Silver Blue Full Rim Cat Eye,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s15868,VC S15868,140 mm,56-15-140,,/vincent-chase-vc-s15868-c3-sunglasses.html
Yellow Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16661,VC S16661,142 mm,54-18-145,Yellow,/vincent-chase-vc-s16661-c1-sunglasses.html
Gold Black Full Rim Clubmaster,6000,5000,SINGLE,John Jacobs,Medium,,s15453,JJ S15453,135 mm,50-18-140,Gold Black,/john-jacobs-jj-s15453-c1-sunglasses.html
Gunmetal Black Full Rim Geometric,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s15748,VC S15748,138 mm,51-20-145,Gunmetal Black,/vincent-chase-vc-s15748-c1-sunglasses.html
Blue Transparent Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16240,LA E16240,136 mm,51-17-145,Blue Transparent,/lenskart-air-la-e16240-c1-eyeglasses.html
Silver Full Rim Cat Eye,1700,600,TRYUS,Vincent Chase Online,Medium,Frame + Lens,e15580,VC E15580,134 mm,54-17-145,Silver,/vincent-chase-vc-e15580-c1-eyeglasses.html
Green Half Rim Cat Eye,1700,600,TRYUS,Vincent Chase Online,Medium,Frame + Lens,e15543,VC E15543,134 mm,52-17-145,Green,/vincent-chase-vc-e15543-c3-eyeglasses.html
Silver Full Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase,Wide,,s15744,VC S15744,141 mm,57-16-145,Silver,/vincent-chase-vc-s15744-c1-sunglasses.html
Blue Silver Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13757,VC E13757,134 mm,54-17-140,Blue Silver,/vincent-chase-vc-e13757-c6-eyeglasses.html
Black Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16275,LK E16275,120 mm,44-16-125,,/lenskart-lk-e-16275-c1-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Wide,,s16185,VC S16185,143 mm,56-17-145,Black,/vincent-chase-vc-s16185-c3-sunglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16153,LA E16153,135 mm,52-17-140,Black,/lenskart-air-la-e16153-c2-eyeglasses.html
Milky Pink Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16669,VC E16669,136 mm,53-16-140,Milky Pink,/vincent-chase-vc-e16669-c1-eyeglasses.html
Black Rimless Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e15505,VC E15505,135 mm,53-18-145,Black,/vincent-chase-vc-e15505-c3-eyeglasses.html
Tortoise Full Rim Square,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16688,JJ E16688,144 mm,51-21-140,Tortoise,/john-jacobs-jj-e16688-c1-eyeglasses.html
Black Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e11676,JJ E11676,140 mm,52-19-142,Black,/john-jacobs-jj-e11676-c3-eyeglasses.html
Gold Black Full Rim Clubmaster,6000,5000,₹6000,John Jacobs,Wide,,s16896,JJ S16896,140 mm,53-18-145,Gold Black,/john-jacobs-jj-s16896-c1-sunglasses.html
Tortoise Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16684,JJ E16684,144 mm,54-19-140,,/john-jacobs-jj-e16684-c2-eyeglasses.html
Black Full Rim Round,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e15292,JJ E15292,137 mm,52-19-140,Black,/john-jacobs-jj-e15292-c1-eyeglasses.html
Silver Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e16435,JJ E16435,137 mm,53-16-140,Silver,/john-jacobs-jj-e16435-c1-eyeglasses.html
Black Full Rim Round,2000,1500,SINGLE,Vincent Chase,Medium,,s16528,VC S16528,136 mm,52-20-142,Black,/vincent-chase-vc-s16528-c1-sunglasses.html
Blue Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16684,JJ E16684,144 mm,54-19-140,,/john-jacobs-jj-e16684-c1-eyeglasses.html
Silver Rimless Rectangle,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e15826,JJ E15826,133 mm,54-17-140,Silver,/john-jacobs-jj-e15826-c2-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Hooper,8-12 yrs,,16250,LK S16250,131 mm,47-16-125,,/lenskart-lk-s-16250-c2-sunglasses.html
Brown Transparent Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13924,VC E13924,135 mm,54-17-140,Brown Transparent,/vincent-chase-vc-e13924-c1-eyeglasses.html
Gunmetal Black Half Rim Square,3500,1400,TRYUS,John Jacobs,Medium,Frame + Lens,e13593,JJ E13593,136 mm,54-16-145,Gunmetal Black,/john-jacobs-jj-e13593-c6-eyeglasses.html
Black Full Rim Round,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e11262,VC E11262,132 mm,48-19-145,,/vincent-chase-vc-e11262-c111-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s14457,VC S14457-N,135 mm,53-15-144,,/vincent-chase-vc-s14457--n-c1-sunglasses.html
Sky Blue Full Rim Oval,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16347,LA E16347,134 mm,52-17-145,Sky Blue,/lenskart-air-la-e16347-c3-eyeglasses.html
Green Full Rim Rectangle,5000,4000,₹5000,John Jacobs,Medium,Frame + Lens,e16621,JJ E16621,137 mm,52-18-145,Green,/john-jacobs-jj-e16621-c2-eyeglasses.html
Maroon Half Rim Round,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14881,VC E14881,135 mm,50-21-140,Maroon,/vincent-chase-vc-e14881-c3-eyeglasses.html
Gunmetal Full Rim Square,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16495,LA E16495,137 mm,53-17-145,Gunmetal,/lenskart-air-la-e16495-c2-eyeglasses.html
Blue Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15754,VC S15754,143 mm,54-19-145,Blue,/vincent-chase-vc-s15754-c3-sunglasses.html
Grey Full Rim Cat Eye,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16242,LA E16242,134 mm,49-18-145,Grey,/lenskart-air-la-e16242-c1-eyeglasses.html
Black Full Rim Aviator,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s15448,VC S15448,142 mm,58-14-145,Black,/vincent-chase-vc-s15448-c2-sunglasses.html
Gold Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16202,VC E16202,133 mm,52-18-140,Gold,/vincent-chase-vc-e16202-c1-eyeglasses.html
Blue Block Screen Glasses: Blue Transparent Blue Full Rim Rectangle Lenskart Blu LB E13737-C3,1500,700,TRYUS,Lenskart Blu,Wide,,e13737,LB E13737,140 mm,53-17-142,Blue Transparent,/lenskart-blu-lb-e13737-c3-computer.html
Black Full Rim Square,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15565,JJ S15565,142 mm,52-18-145,,/john-jacobs-jj-s15565-c1-sunglasses.html
Purple Full Rim Cat Eye,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16434,LA E16434,135 mm,52-17-145,Purple,/lenskart-air-la-e16434-c2-eyeglasses.html
Pink Transparent Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16667,VC E16667,138 mm,54-16-140,,/vincent-chase-vc-e16667-c1-eyeglasses.html
Brown Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16395,VC S16395,139 mm,55-13-145,Brown,/vincent-chase-vc-s16395-c1-sunglasses.html
Blue Block Screen Glasses: Transparent Full Rim Cat Eye Lenskart Blu LB E14452-C2 Eyeglasses,1200,500,TRYUS,Lenskart Blu,Wide,,e14452,LB E14452,139 mm,52-16-142,Transparent,/lenskart-blu-lb-e14452-c2-eyeglasses.html
Green Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Wide,,s15907,JJ S15907,139 mm,49-21-145,Green,/john-jacobs-jj-s15907-c3-sunglasses.html
Yellow Transparent Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e15988,VC E15988,138 mm,51-18-144,,/vincent-chase-vc-e15988-c2-eyeglasses.html
Blue Half Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16187,VC E16187,136 mm,52-18-140,Blue,/vincent-chase-vc-e16187-c1-eyeglasses.html
Black Full Rim Wayfarer,1000,800,SINGLE,Hooper,8-12 yrs,Frame + Lens,c4,HP E15914L,129 mm,48-17-130,,/hooper-hp-e15914l-c4-eyeglasses.html
Silver Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e14860,LA E14860,133 mm,55-17-140,Silver,/lenskart-air-la-e14860-c1-eyeglasses.html
Black Full Rim Round,2000,1500,SINGLE,Vincent Chase,Medium,,s16528,VC S16528,136 mm,52-20-142,Black,/vincent-chase-vc-s16528-c4-sunglasses.html
Gold Tortoise Full Rim Square,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e16112,JJ E16112,130 mm,45-21-140,Gold Tortoise,/john-jacobs-jj-e16112-c2-eyeglasses.html
Black Full Rim Rectangle,3000,2000,SINGLE,Lenskart Air,Wide,Frame + Lens,e16209,LA E16209,140 mm,54-16-140,Black,/lenskart-air-la-e16209-c2-eyeglasses.html
Grey Transparent Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16276,LK E16276,123 mm,47-15-135,,/lenskart-lk-e-16276-c1-eyeglasses.html
Tortoise Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16746,VC S16746,143 mm,51-22-140,Tortoise,/vincent-chase-vc-s16746-c1-sunglasses.html
Blue Full Rim Rectangle,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S16087,126 mm,46-19-130,,/hooper-hp-s16087-c2-sunglasses.html
Gold Maroon Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e14113,VC E14113,129 mm,51-18-145,Gold Maroon,/vincent-chase-vc-e14113-c4-eyeglasses.html
Blue Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14353,VC E14353,137 mm,52-17-145,Blue,/vincent-chase-vc-e14353-c4-eyeglasses.html
